Round,Status Quo
0,0.7163496218803925
1,0.7173497529852506
2,0.717544576592852
3,0.7175474008024789
4,0.7175474438204974
5,0.7175474444757536
6,0.7175474444857347
7,0.7175474444858867
8,0.7175474444858888
9,0.7175474444858889
10,0.7175474444858889
11,0.7175474444858889
12,0.7175474444858889
13,0.7175474444858889
14,0.7175474444858889
15,0.7175474444858889
16,0.7175474444858889
17,0.7175474444858889
18,0.7175474444858889
19,0.7175474444858889
20,0.7175474444858889
21,0.7175474444858889
22,0.7175474444858889
23,0.7175474444858889
24,0.7175474444858889
25,0.7175474444858889
26,0.7175474444858889
27,0.7175474444858889
28,0.7175474444858889
29,0.7175474444858889
30,0.7175474444858889
31,0.7175474444858889
32,0.7175474444858889
33,0.7175474444858889
34,0.7175474444858889
35,0.7175474444858889
36,0.7175474444858889
37,0.7175474444858889
38,0.7175474444858889
39,0.7175474444858889
40,0.7175474444858889
41,0.7175474444858889
42,0.7175474444858889
43,0.7175474444858889
44,0.7175474444858889
45,0.7175474444858889
46,0.7175474444858889
47,0.7175474444858889
48,0.7175474444858889
49,0.7175474444858889
50,0.7175474444858889
51,0.7175474444858889
52,0.7175474444858889
53,0.7175474444858889
54,0.7175474444858889
55,0.7175474444858889
56,0.7175474444858889
57,0.7175474444858889
58,0.7175474444858889
59,0.7175474444858889
60,0.7175474444858889
61,0.7175474444858889
62,0.7175474444858889
63,0.7175474444858889
64,0.7175474444858889
65,0.7175474444858889
66,0.7175474444858889
67,0.7175474444858889
68,0.7175474444858889
69,0.7175474444858889
70,0.7175474444858889
71,0.7175474444858889
72,0.7175474444858889
73,0.7175474444858889
74,0.7175474444858889
75,0.7175474444858889
76,0.7175474444858889
77,0.7175474444858889
78,0.7175474444858889
79,0.7175474444858889
80,0.7175474444858889
81,0.7175474444858889
82,0.7175474444858889
83,0.7175474444858889
84,0.7175474444858889
85,0.7175474444858889
86,0.7175474444858889
87,0.7175474444858889
88,0.7175474444858889
89,0.7175474444858889
90,0.7175474444858889
91,0.7175474444858889
92,0.7175474444858889
93,0.7175474444858889
94,0.7175474444858889
95,0.7175474444858889
96,0.7175474444858889
97,0.7175474444858889
98,0.7175474444858889
99,0.7175474444858889
